93  94	42
72	14	47
27	45	180
56	182	192
201	44	132
41	41	180
130	70	40
46	36	79
120	58	128
26	35	73
40	140	106
95	164	34
174	26	34
64	94	126
96	48	78
99	130	90
153	36	154
72	100	60
46	76	85
81	78	75
82	84	36
45	63	162
23	24	27
92	18	75
186	108	13
60	33	70
195	134	152
63	84	194
38	22	98
58	80	152
87	62	56
36	124	186
93	15	97
110	150	198
291	76	136
279	41	95
64	86	196
132	87	148
228	18	18
33	46	86
186	91	56
86	40	59
23	150	74
237	150	160
159	15	140
180	152	102
47	150	72
64	55	126
126	45	46
204	41	45
92	102	53
166	68	98
67	112	20
140	86	19
83	58	188
116	26	154
88	106	162
31	93	49
74	92	55
48	94	38
55	66	67
273	82	20
84	76	106
162	43	96
65	104	200
20	42	56
168	134	89
60	13	94
59	192	69
144	81	24
108	114	44
264	76	61
225	184	13
126	192	156
10	13	57
249	36	80
210	22	43
92	86	162
71	90	144
87	140	50
63	65	66
108	88	31
36	134	156
36	64	36
160	70	76
123	94	170
95	138	58
192	58	48
56	58	106
90	100	66
129	27	82
264	196	106
291	34	158
165	156	84
66	60	50
258	82	164
76	67	12
129	33	54
156	73	96
90	51	88
174	31	116
97	34	116
204	70	74
156	38	32
21	52	66
73	76	32
201	68	30
162	64	74
150	26	90
45	194	86
75	67	30
282	62	138
26	38	68
39	58	114
88	83	42
258	194	24
28	43	154
168	89	80
33	26	144
40	114	87
31	93	93
95	76	81
112	43	43
100	71	66
24	66	64
63	24	34
176	192	60
72	97	77
20	186	14
26	43	190
42	50	150
168	23	190
69	65	55
62	24	94
32	90	75
62	27	72
68	194	26
75	102	69
68	67	164
72	54	104
240	99	124
132	154	184
255	53	60
210	88	71
12	45	60
126	34	192
60	88	17
58	32	78
148	36	70
36	18	124
51	72	168
65	66	84
180	120	54
84	28	82
36	198	38
243	49	38
297	106	16
22	164	174
117	86	45
56	42	34
141	200	52
22	13	190
48	122	47
23	44	51
22	94	182
26	50	76
186	82	42
291	51	78
270	162	80
94	58	32
84	64	43
41	26	15
276	166	20
156	154	184
116	77	50
95	58	89
132	97	136
20	88	82
288	166	88
61	27	150
138	16	86
55	98	100
48	52	68
102	22	164
182	24	154
153	86	78
84	58	40
183	61	61
186	198	42
174	30	60
90	78	52
15	30	148
188	79	68
171	52	47
124	41	54
162	91	51
252	75	72
27	63	72
108	88	79
52	82	40
54	89	80
84	58	93
67	22	23
20	168	160
132	158	74
184	33	55
258	32	77
177	74	24
44	86	36
87	156	194
29	146	19
72	21	98
52	28	166
192	96	174
146	63	11
297	102	53
14	25	85
104	88	52
48	45	94
76	24	13
140	70	38
48	164	168
92	72	98
194	42	97
96	84	160
146	36	82
162	89	116
100	104	85
44	132	150
64	106	86
246	100	15
105	31	59
64	22	79
96	96	184
74	75	30
17	38	30
48	84	36
54	54	106
102	41	156
170	88	36
41	67	30
166	28	160
231	158	87
172	70	59
294	30	104
96	170	194
83	76	72
38	87	30
77	48	85
98	156	184
124	17	41
96	43	13
184	83	51
147	32	37
126	104	68
35	23	85
95	48	90
36	190	44
28	100	110
16	86	54
58	21	86
81	44	200
37	20	56
40	11	184
73	73	194
19	52	80
255	92	140
172	33	66
105	52	64
188	23	62
141	31	38
213	102	70
164	168	128
49	82	76
40	152	42
156	48	23
70	180	39
62	174	158
33	12	89
184	15	54
114	79	80
196	43	102
138	190	166
90	19	71
39	91	90
33	59	19
48	76	98
19	55	44
89	52	57
210	51	76
102	27	96
26	68	40
288	69	19
78	34	51
144	170	58
102	176	130
126	30	108
32	55	20
128	74	85
243	39	140
180	196	138
153	94	24
45	10	180
168	44	98
64	34	78
78	36	126
46	168	170
76	196	53
126	132	46
96	70	91
111	23	98
45	74	128
78	47	114
33	41	21
38	152	12
79	34	61
94	16	56
66	82	42
123	166	60
246	80	72
288	24	64
148	70	100
79	102	80
93	86	17
48	72	61
156	17	87
34	82	48
64	180	72
228	116	168
144	152	96
15	15	64
45	33	71
219	76	37
267	47	64
26	58	60
222	41	57
178	94	97
198	196	49
168	54	106
43	95	12
285	30	196
158	96	68
270	29	188
11	96	41
74	85	54
80	58	136
65	178	152
28	88	180
67	14	74
182	76	152
207	66	86
46	46	99
63	132	32
96	47	29
10	31	55
74	27	43
82	142	88
88	20	152
18	78	72
176	64	43
240	200	61
73	40	51
128	72	14
32	70	62
162	65	18
46	51	80
138	51	164
180	38	58
20	36	78
30	90	25
98	19	122
71	80	170
142	97	15
288	58	34
160	18	10
27	34	20
57	158	140
204	52	164
66	140	33
192	170	22
285	44	61
158	59	106
48	58	112
20	80	61
120	172	38
222	86	40
174	194	52
102	20	39
108	67	54
192	190	174
288	200	34
76	44	29
26	70	91
99	110	58
54	72	31
81	168	112
122	178	39
183	95	118
46	138	40
66	94	64
29	198	70
98	36	82
31	59	36
108	39	99
17	146	134
122	44	82
88	134	80
16	16	12
189	168	48
45	146	148
162	24	62
52	40	20
282	172	24
72	35	88
132	168	65
38	50	74
65	78	73
58	80	184
110	128	84
194	33	99
94	148	47
90	68	84
64	81	36
114	44	200
58	54	184
196	21	81
48	28	198
148	68	47
74	182	43
26	73	94
132	93	99
27	65	154
188	74	52
207	12	52
61	73	24
184	46	72
20	170	21
60	86	192
39	84	73
47	182	176
60	50	92
52	85	168
129	45	184
198	28	80
297	100	34
138	124	26
51	45	156
41	75	31
66	72	198
288	63	42
14	23	54
60	114	24
228	36	79
68	65	112
70	20	18
204	26	49
171	27	76
63	73	122
128	26	98
114	178	27
141	46	102
108	20	93
54	73	10
84	40	86
10	26	156
75	180	36
166	188	72
162	126	20
270	112	142
60	52	77
70	168	86
264	40	170
22	28	99
86	96	77
66	172	32
114	86	76
33	21	44
146	63	85
130	23	52
66	65	104
48	78	50
267	154	54
162	89	65
176	58	15
52	144	59
234	42	126
147	172	96
88	44	142
128	60	180
132	95	160
188	97	40
33	156	38
130	49	106
87	79	190
85	166	32
76	25	22
291	112	62
130	46	52
228	44	22
73	58	63
160	46	42
96	152	55
144	56	28
21	20	146
26	23	156
192	64	136
291	100	126
285	67	34
198	62	94
14	72	79
69	52	25
75	108	160
237	22	53
38	178	21
252	65	34
213	72	24
38	49	40
48	78	168
44	122	148
219	86	79
61	75	140
120	200	164
69	200	56
79	186	86
42	41	104
184	37	42
93	93	20
24	14	57
207	38	27
30	114	62
84	22	32
49	84	41
273	14	70
36	33	77
26	140	93
50	67	91
87	84	56
276	180	84
51	84	82
28	80	200
174	98	52
18	170	98
75	17	89
258	106	36
36	65	178
40	82	52
126	21	164
150	58	188
93	41	122
99	34	72
219	174	20
72	53	134
49	33	72
29	53	198
46	95	100
249	81	124
44	118	44
46	176	73
252	140	80
30	32	51
73	80	80
72	88	33
104	79	156
80	89	95
204	22	188
87	188	26
73	132	85
69	126	98
92	63	186
99	124	61
34	144	56
100	108	110
74	164	176
102	186	120
102	25	86
138	130	184
178	79	200
62	19	192
57	188	49
92	148	102
86	74	92
42	110	28
98	81	82
86	72	180
174	53	78
213	166	20
86	132	79
29	96	120
11	47	88
99	60	40
222	144	136
63	69	104
156	68	16
194	60	73
26	176	75
252	95	198
78	24	45
24	30	63
72	81	47
171	192	116
44	98	11
28	102	53
164	44	182
252	24	68
87	58	39
231	108	74
59	140	36
196	42	38
45	84	60
150	198	14
24	15	128
40	68	99
72	17	64
255	130	68
67	48	39
36	22	28
243	188	35
300	180	18
285	52	52
288	72	96
38	37	92
88	76	39
112	21	71
30	136	62
96	39	92
166	37	23
153	80	42
195	110	32
24	16	68
111	56	32
69	92	59
83	156	36
56	98	98
26	20	102
36	196	22
82	84	86
52	62	62
81	56	88
40	48	40
228	54	200
132	65	186
90	166	90
89	56	28
90	57	130
276	190	49
158	42	116
105	102	30
17	196	18
207	64	106
96	74	24
80	140	98
102	170	96
210	190	18
81	67	154
44	104	59
282	31	19
154	77	92
195	80	59
92	31	60
111	152	29
12	70	118
100	33	130
172	122	31
294	52	25
42	83	75
108	112	71
150	192	69
162	180	39
120	13	36
60	186	15
146	78	24
183	79	94
207	53	132
176	89	42
19	46	52
80	34	200
100	132	140
88	57	102
50	142	74
54	65	48
276	31	13
59	32	22
28	35	26
92	12	160
60	57	57
32	150	124
180	114	69
158	98	124
86	68	73
222	134	186
94	96	130
66	88	192
97	26	112
66	43	44
195	62	63
150	32	154
165	154	60
42	174	52
67	56	14
180	108	92
51	24	188
150	86	60
166	48	70
126	42	94
78	55	130
66	64	150
196	78	52
95	83	83
153	43	94
165	46	37
291	52	108
90	55	22
71	35	164
72	80	80
60	100	22
72	55	106
27	48	52
39	21	126
56	52	73
150	94	100
100	80	78
222	92	78
100	62	170
129	57	148
207	70	27
30	42	45
79	36	32
82	130	15
52	96	172
114	144	124
102	64	142
147	96	132
75	128	176
174	67	74
89	32	90
159	60	39
190	85	52
80	62	43
92	36	32
132	122	44
108	66	136
249	178	31
186	19	130
188	46	97
13	16	188
56	178	184
94	120	168
117	38	60
26	51	73
102	32	45
136	97	59
162	44	154
24	88	51
22	176	178
102	188	18
129	144	176
76	63	29
20	44	124
136	158	53
234	162	46
22	72	168
114	158	57
110	11	132
40	158	20
30	138	26
156	59	198
102	98	172
136	52	124
20	27	77
16	190	40
86	32	87
201	142	75
68	67	126
234	25	27
80	96	27
294	51	172
132	85	112
168	68	99
132	56	66
17	41	60
22	70	180
91	40	57
66	162	34
56	190	11
90	87	100
27	58	71
75	52	128
174	112	29
70	56	50
62	61	164
177	94	66
108	22	62
66	48	118
188	99	200
213	53	98
67	86	83
112	54	82
53	86	100
194	148	73
66	53	78
78	63	26
92	100	65
222	87	26
147	36	41
189	84	72
267	92	64
144	90	76
182	10	86
176	74	124
66	48	90
13	80	182
11	100	32
165	98	88
21	48	92
87	38	28
38	58	24
48	196	62
57	68	69
147	126	86
117	99	92
66	134	24
40	16	154
96	146	94
108	68	23
36	51	120
40	77	93
110	56	77
56	144	81
94	20	130
204	67	198
158	64	12
57	40	60
204	93	73
128	53	100
116	136	60
66	30	70
136	39	34
99	20	30
33	80	10
188	178	95
77	38	62
11	55	87
81	21	56
42	98	40
135	82	27
210	77	48
86	79	162
51	104	30
32	15	18
114	29	86
19	34	51
38	13	77
54	92	188
28	38	18
136	69	57
219	82	190
30	186	88
48	98	93
180	62	92
13	90	37
48	40	142
45	130	44
61	14	164
37	74	62
34	70	118
50	47	82
14	148	38
108	44	39
32	21	42
98	97	124
170	172	36
62	15	148
210	39	94
270	16	93
45	71	81
39	142	170
39	170	76
37	33	21
132	126	46
100	162	132
28	58	52
94	30	78
288	190	168
24	16	154
66	62	79
142	51	23
170	78	182
48	124	89
120	15	56
64	156	30
88	71	190
64	60	26
146	88	23
90	86	172
73	84	28
188	64	64
288	38	60
70	44	51
255	200	18
111	44	92
183	32	78
46	87	51
82	192	90
34	114	32
66	128	48
100	64	190
240	17	196
42	92	30
36	21	64
47	54	96
98	152	60
90	40	62
95	104	87
98	24	26
20	104	80
81	16	31
231	186	29
46	200	95
26	87	43
82	12	61
10	53	59
15	85	99
53	98	91
58	85	86
129	67	148
35	24	86
60	47	98
92	136	79
73	30	96
213	16	168
74	48	82
164	68	98
141	94	94
56	152	81
123	60	88
100	180	42
228	170	20
67	11	70
24	15	148
123	184	73
120	188	13
294	52	85
68	170	36
190	11	92
80	66	40
51	176	92
66	184	72
120	62	150
188	63	55
54	62	22
120	74	76
42	162	136
156	58	47
57	34	26
99	186	91
24	182	24
53	58	32
99	53	134
146	79	82
51	176	146
14	89	126
50	25	73
294	192	104
108	54	51
72	60	49
171	82	21
39	27	34
168	138	194
61	100	55
78	79	62
128	68	150
180	44	66
92	46	42
72	196	118
102	33	52
72	170	42
156	42	50
225	69	46
96	156	122
222	94	83
94	164	112
57	166	100
106	85	172
56	148	27
184	192	154
16	63	134
150	158	21
75	30	86
231	160	26
192	68	152
144	82	104
98	132	17
90	128	110
178	74	90
78	96	92
40	58	37
129	158	100
85	60	36
50	43	150
68	80	58
178	50	138
41	162	11
171	31	70
94	20	30
192	142	89
78	72	156
90	62	20
177	70	46
52	85	66
79	30	88
177	150	28
32	134	80
96	80	106
19	20	23
17	20	126
31	47	56
56	93	106
104	55	64
54	194	184
13	164	13
120	65	134
69	96	136
99	47	118
57	71	158
184	190	51
54	20	170
142	30	68
67	91	33
40	32	100
204	75	96
10	48	60
124	52	72
100	126	82
16	118	98
81	47	48
39	22	55
95	37	53
68	21	182
12	95	33
72	22	51
90	106	138
192	166	76
96	17	75
62	22	120
152	26	77
84	180	80
135	72	52
194	46	13
52	62	126
177	70	88
56	42	68
183	43	60
99	33	74
186	70	39
117	88	10
15	164	23
64	24	17
99	56	99
110	116	170
182	43	72
37	58	71
36	96	200
68	84	102
122	62	14
55	122	58
44	13	150
30	194	116
88	26	184
52	126	166
97	92	198
186	88	85
40	62	20
162	84	172
38	69	10
71	44	73
94	20	74
110	126	70
123	40	150
32	194	70
24	128	100
20	186	22
34	70	112
73	75	110
150	16	16
26	96	45
231	94	122
252	42	51
33	88	27
19	38	106
106	48	66
240	96	71
48	76	34
85	89	55
204	74	85
60	108	32
90	69	38
246	94	184
39	13	91
106	182	32
52	192	114
36	51	25
84	72	186
36	56	53
35	174	28
118	64	74
38	62	64
225	71	95
54	55	102
83	66	97
130	88	41
243	178	194
234	116	190
96	47	28
243	85	22
30	142	67
90	88	22
252	176	30
172	112	80
72	184	50
180	94	22
82	11	38
182	36	84
15	36	50
33	112	13
37	95	118
64	78	164
225	75	97
78	52	63
120	59	63
57	174	80
132	108	64
93	64	50
30	32	54
84	41	190
138	160	56
72	122	15
200	48	94
297	90	114
71	83	106
198	140	18
87	38	184
116	168	42
148	144	110
19	13	130
162	52	64
225	32	15
76	19	24
55	32	62
82	100	74
166	36	74
44	27	70
237	42	48
160	45	80
270	114	62
270	29	66
174	50	108
114	152	146
166	26	114
276	28	50
15	81	83
88	66	160
96	90	41
144	27	28
56	53	97
48	31	43
261	144	46
183	42	60
120	84	144
51	17	59
63	45	62
57	16	38
166	86	32
38	94	158
176	89	51
154	148	51
279	106	23
198	95	34
66	26	49
126	12	184
168	64	56
66	190	124
30	36	95
194	108	91
118	28	64
51	100	186
104	62	88
154	54	188
124	19	52
16	52	144
78	92	47
148	32	83
116	40	102
16	61	94
22	57	182
231	37	142
282	98	29
51	168	62
16	44	86
22	56	72
34	44	85
26	59	106
34	116	57
88	58	36
172	41	112
102	18	38
195	184	38
160	186	38
100	178	92
32	95	30
42	70	50
190	66	40
25	95	42
57	190	85
252	98	180
69	152	20
96	146	64
178	138	39
108	73	80
65	79	65
78	37	50
270	76	160
114	118	35
23	94	192
118	70	156
294	15	84
99	89	15
23	64	24
53	146	15
219	70	38
168	24	134
177	61	15
46	26	124
171	134	76
126	156	120
195	146	56
38	26	68
105	69	52
98	64	156
53	42	10
86	65	76
106	79	62
222	23	138
186	54	38
66	114	74
98	25	78
170	72	62
28	76	172
29	93	182
134	124	72
89	122	21
90	11	150
228	58	35
34	118	70
135	33	104
184	80	64
255	152	97
270	20	88
34	95	176
31	78	60
279	77	26
36	67	35
63	48	146
150	120	160
196	21	114
188	53	44
76	100	47
52	59	88
190	150	56
222	79	91
69	168	68
252	84	20
35	64	64
112	87	67
34	108	47
189	30	64
196	46	26
81	97	19
186	24	71
52	188	34
28	19	72
166	36	112
120	20	22
33	23	66
195	46	38
152	164	170
41	132	89
219	91	84
240	58	106
81	44	178
126	88	11
86	83	17
77	150	24
40	112	198
63	62	92
63	28	184
168	34	140
144	200	74
94	100	85
52	20	41
75	38	49
98	51	58
62	44	200
264	23	56
178	186	192
13	13	172
112	98	122
82	37	30
97	74	174
87	43	80
97	96	63
102	87	22
279	78	106
64	160	22
31	13	89
201	13	136
136	68	20
39	36	42
126	77	32
80	27	116
84	69	77
83	64	37
166	68	108
66	96	106
49	91	21
24	87	76
135	24	36
20	128	93
63	34	60
231	61	88
182	84	78
159	102	56
77	106	15
114	104	28
70	57	170
92	172	29
152	186	32
84	88	148
32	85	88
66	30	14
23	99	17
62	154	34
63	66	182
81	65	68
120	26	52
30	158	88
77	16	50
40	104	70
69	186	82
72	68	40
70	142	68
68	14	79
17	76	77
201	168	35
156	12	58
138	80	180
84	194	40
150	162	82
249	84	89
92	104	57
190	34	93
32	46	72
45	48	182
12	30	198
186	74	46
36	168	91
108	44	77
171	14	54
27	84	110
104	152	21
78	24	196
124	90	168
222	13	122
129	89	40
69	144	70
54	22	51
24	42	80
231	120	112
153	98	13
180	48	70
225	114	97
30	66	126
28	78	51
112	138	64
294	80	168
122	61	99
144	69	14
38	97	21
43	102	94
261	132	27
146	97	63
88	196	16
34	95	166
108	176	44
122	60	44
96	54	104
219	68	67
62	27	63
142	24	70
40	158	20
66	88	38
51	91	76
156	182	28
95	186	174
85	53	60
158	24	124
56	92	66
240	86	114
63	82	40
156	46	20
17	72	87
69	43	164
102	78	96
165	192	138
13	17	11
91	91	100
65	21	53
95	47	81
81	134	190
140	50	75
148	37	12
294	44	72
97	178	80
49	66	16
273	35	38
74	60	14
13	26	51
63	72	82
171	78	24
38	27	44
39	74	78
194	21	49
111	32	60
102	68	27
46	194	30
78	78	57
288	23	71
95	28	93
19	66	22
36	75	142
41	54	47
158	140	32
49	88	74
55	55	31
186	41	10
90	196	56
92	50	91
52	40	200
47	44	104
252	124	16
178	40	56
192	124	20
59	100	43
38	18	80
28	35	61
59	39	100
279	146	95
147	34	59
38	99	146
234	86	24
26	89	40
54	65	140
285	26	100
255	142	97
198	66	34
270	62	64
144	178	46
29	30	66
46	21	71
156	66	200
66	66	80
154	44	92
89	85	30
40	90	30
147	83	124
57	74	124
147	30	80
171	58	56
57	176	45
144	26	118
31	41	98
78	46	80
204	27	15
94	32	120
166	66	81
59	98	26
144	88	138
228	120	80
80	50	20
58	94	28
27	30	51
273	16	34
46	48	178
54	186	116
32	12	44
123	90	41
154	76	65
71	136	60
237	58	36
34	58	192
183	73	110
225	93	93
70	96	80
58	28	44
36	192	97
12	65	19
20	138	150
165	60	84
54	72	88
25	134	150
11	38	108
216	152	48
48	22	162
264	182	52
120	38	12
24	88	114
146	17	62
156	142	112
36	26	21
138	90	78
114	116	170
89	140	48
192	45	87
102	116	62
198	51	128
135	64	68
126	102	33
176	98	62
183	72	180
150	49	172
53	87	54
86	60	48
300	87	178
74	146	50
156	106	70
78	28	58
184	28	97
142	76	78
39	81	82
97	68	57
40	40	194
60	160	104
153	31	140
102	174	71
34	30	37
91	36	68
45	64	30
178	64	83
86	170	40
82	95	56
86	102	53
42	95	56
36	56	95
98	42	97
77	184	116
74	160	95
76	66	81
75	27	20
24	45	70
90	178	40
11	122	158
98	84	11
134	146	92
86	30	64
192	60	49
67	90	67
86	20	71
77	74	146
60	67	53
198	52	186
270	174	41
207	90	86
152	70	74
240	100	31
120	104	138
150	49	56
146	13	43
184	190	32
252	182	26
180	172	108
87	78	102
164	54	76
285	25	44
40	194	89
15	150	33
33	162	48
75	42	146
72	40	36
68	60	63
42	53	136
282	28	46
68	72	144
77	94	54
23	27	86
57	42	122
66	72	15
120	36	94
56	70	66
144	152	33
61	72	86
68	44	86
72	56	148
43	25	78
210	78	42
180	20	28
141	12	38
120	34	106
74	26	71
84	164	42
194	33	22
51	64	88
82	194	48
49	152	100
31	41	40
258	72	162
92	118	78
26	26	89
88	48	62
153	82	60
129	76	96
207	47	98
42	110	158
94	78	78
13	29	76
126	96	160
89	21	46
48	184	38
164	74	86
184	26	82
195	110	97
72	91	30
70	11	59
162	126	26
34	30	128
177	134	33
69	102	96
210	47	72
148	44	18
105	82	92
194	80	40
89	126	52
194	38	54
48	76	21
22	120	88
75	68	90
200	164	72
279	50	16
42	62	138
97	184	112
189	128	57
196	99	70
162	188	64
156	22	144
174	26	30
97	79	95
67	86	136
32	90	98
72	122	108
129	29	40
73	77	82
59	45	20
99	47	76
19	112	170
32	57	182
114	92	13
23	168	30
279	42	116
219	34	188
91	35	162
294	74	192
74	186	59
42	168	112
56	42	48
54	138	15
198	93	55
158	28	16
36	136	72
162	26	188
62	190	11
92	49	22
51	45	82
34	42	64
48	22	24
44	168	176
30	48	120
184	70	156
96	36	186
216	38	86
186	96	10
168	180	176
219	26	106
170	42	54
74	112	15
56	13	61
285	136	60
118	58	96
159	104	100
154	33	13
30	174	66
273	27	12
138	96	17
33	36	144
52	38	172
97	170	88
48	100	22
32	104	15
270	158	140
96	49	63
51	27	30
261	36	156
67	112	172
96	76	24
91	90	130
148	33	62
18	60	38
29	25	10
92	38	63
98	36	13
190	28	79
63	43	66
96	166	90
44	144	33
74	61	73
30	20	68
201	48	20
55	52	80
50	72	40
38	100	67
108	142	24
52	28	186
129	90	192
78	54	45
294	95	22
162	160	24
33	184	104
68	56	148
114	95	68
168	116	54
100	78	98
198	132	45
24	154	12
246	70	52
54	84	110
53	190	19
37	182	120
85	69	126
114	36	186
50	65	68
153	100	134
201	168	77
26	77	90
112	96	61
106	41	194
86	148	73
98	21	16
92	144	78
196	24	82
24	158	40
138	36	66
22	83	48
126	94	134
92	108	32
194	24	28
51	73	186
48	49	99
46	136	29
40	182	70
63	97	196
30	10	71
122	40	192
67	43	79
270	51	12
27	54	17
150	43	64
234	39	134
123	66	85
45	20	10
54	81	80
92	72	73
100	134	52
213	196	31
34	200	70
62	84	73
20	78	37
52	52	89
85	20	69
267	62	95
63	87	64
264	84	138
219	102	24
78	49	62
291	104	39
25	136	156
231	110	134
255	124	34
93	60	34
279	80	116
28	12	62
146	25	89
15	36	88
42	73	69
61	96	180
84	59	96
66	51	22
249	66	46
86	46	91
128	146	26
170	22	158
134	46	54
188	98	126
86	35	46
108	170	57
60	90	98
22	82	82
52	70	46
126	120	15
237	78	62
174	70	34
132	172	27
170	98	40
294	110	66
261	23	87
273	46	130
156	11	162
207	180	88
82	186	82
164	114	86
28	196	54
190	172	58
108	52	78
94	176	25
112	80	124
140	48	75
126	69	198
23	57	47
50	72	18
132	47	106
136	42	71
192	95	99
243	90	60
98	112	156
54	11	134
64	48	17
83	36	28
16	72	89
126	38	78
100	17	47
150	58	33
60	100	99
165	162	63
189	178	86
124	97	76
252	20	96
95	78	85
106	49	96
194	82	78
79	28	34
45	99	89
91	91	26
147	73	162
55	190	200
162	74	77
255	80	31
78	12	20
106	16	23
67	106	43
116	98	25
237	63	73
68	146	14
108	87	49
33	32	158
99	77	164
237	174	15
30	57	140
90	58	28
228	196	172
30	132	190
56	31	51
66	66	80
40	94	136
36	22	126
267	93	34
19	70	130
216	86	62
264	120	140
194	15	19
164	42	92
26	200	44
126	98	190
123	148	132
82	89	42
297	98	91
97	20	59
93	49	22
120	170	81
10	106	50
96	158	11
34	148	44
48	29	20
158	70	198
111	24	50
34	130	60
72	56	176
34	132	93
192	162	76
33	31	40
219	98	45
111	110	46
258	110	92
73	170	84
237	134	69
60	112	30
178	25	14
148	114	158
120	164	75
150	200	162
63	108	46
30	164	36
85	58	46
170	58	23
54	40	90
32	144	78
240	41	26
282	166	56
126	34	85
51	76	24
219	20	30
150	31	82
14	130	74
104	48	55
99	85	104
129	196	96
90	38	150
14	196	170
246	73	59
34	166	146
240	108	178
82	80	18
72	52	32
216	22	126
213	97	32
195	22	104
85	160	52
13	28	16
71	68	78
80	85	52
196	44	38
291	168	67
94	87	45
118	71	59
128	58	50
60	36	90
162	74	33
243	85	97
28	95	36
177	83	53
63	110	98
53	62	188
159	67	180
99	122	84
80	44	16
216	57	48
94	176	94
243	22	190
57	64	152
38	81	54
40	73	48
24	194	160
50	42	57
234	52	33
237	33	72
51	198	100
50	91	54
25	65	49
50	22	83
47	146	55
144	80	124
234	49	136
146	94	13
108	80	24
88	68	35
128	132	98
50	43	50
126	76	72
228	44	71
184	80	34
147	172	94
228	69	74
291	200	104
36	116	34
150	158	118
28	95	86
31	61	74
162	27	11
42	44	67
228	188	82
15	66	32
285	162	52
138	74	99
23	31	144
11	28	11
120	190	94
140	178	11
62	130	150
67	85	87
273	25	88
66	31	108
165	83	120
196	25	22
18	27	78
67	118	18
150	54	66
188	61	81
54	50	98
117	85	25
88	74	46
28	162	104
195	146	72
156	83	48
81	79	35
34	52	60
74	68	130
124	100	93
66	23	88
190	95	43
20	31	54
74	82	134
57	17	158
174	45	16
63	85	15
276	134	29
36	72	144
60	97	190
198	60	94
58	83	61
57	54	164
126	26	190
33	14	120
184	20	174
111	166	28
76	156	30
91	66	14
72	36	39
57	170	168
78	56	36
46	118	50
33	58	98
102	192	150
182	96	33
28	196	46
237	182	98
60	39	158
108	10	34
180	70	43
123	41	112
51	51	122
267	83	89
96	82	186
182	184	130
68	192	116
282	17	37
258	88	128
117	76	150
72	73	42
84	51	74
84	89	38
83	33	58
46	162	11
16	41	134
194	184	114
44	90	22
52	68	128
21	78	30
114	120	140
30	146	26
294	92	180
97	114	174
90	174	55
122	90	61
33	15	29
154	72	67
94	99	172
285	64	52
190	120	23
198	28	66
26	78	28
91	67	40
126	68	26
172	58	18
89	144	23
70	83	94
123	180	43
168	99	40
28	81	86
111	126	198
144	172	53
92	20	150
22	158	71
36	45	190
17	58	19
84	78	79
117	172	48
40	46	49
37	194	152
123	86	86
96	91	42
16	20	170
172	17	14
102	79	88
51	112	16
73	39	134
44	102	186
81	47	23
99	80	88
16	61	95
64	99	140
240	61	48
31	38	42
15	196	58
42	188	59
17	110	42
96	56	74
85	174	69
171	51	174
50	164	98
104	52	124
273	13	24
126	150	74
168	44	76
54	60	194
138	77	150
97	19	94
69	10	182
27	28	160
164	47	142
36	58	74
135	102	82
16	64	186
87	27	52
148	58	194
44	29	55
142	92	136
255	81	142
69	21	56
66	62	69
228	37	196
48	84	19
36	62	46
56	28	66
117	25	63
84	80	95
71	20	82
33	80	73
201	28	174
41	162	84
92	112	72
41	130	55
47	45	92
99	138	91
59	22	50
50	26	64
56	128	81
141	81	148
108	80	176
83	118	20
264	68	88
63	20	94
69	24	22
30	50	162
177	60	200
216	38	134
186	24	174
81	78	50
270	186	76
21	124	140
46	11	25
25	116	70
273	88	176
231	92	28
34	65	47
54	160	70
114	110	164
33	190	42
63	90	30
83	57	78
24	96	78
129	66	41
66	84	53
188	116	57
184	198	126
156	110	100
279	92	118
130	108	118
117	77	82
62	23	57
12	108	172
42	55	49
122	126	31
132	26	11
192	90	36
177	27	29
210	51	50
17	36	44
48	132	99
66	40	144
176	37	90
147	38	13
126	100	72
50	98	51
54	74	66
134	26	99
76	56	110
243	35	65
207	76	55
70	29	130
46	76	170
152	90	92
110	20	10
108	196	97
67	62	64
21	43	43
88	22	48
146	86	56
67	85	38
67	142	45
83	40	50
261	128	156
78	77	33
24	42	110
74	22	30
165	56	42
64	102	35
52	11	164
78	76	44
102	70	110
30	100	200
60	14	154
61	140	26
240	52	46
53	39	14
68	48	116
130	100	178
80	11	40
171	21	72
192	93	94
138	42	73
66	49	166
87	38	54
276	81	64
182	69	56
48	34	38
24	67	29
219	96	84
51	20	76
21	30	34
172	34	81
114	36	39
45	34	19
83	71	182
188	136	40
44	122	44
19	51	22
45	87	40
42	96	80
84	97	168
74	61	86
92	94	62
64	90	22
147	77	99
249	68	21
72	73	18
136	82	72
184	85	59
88	82	190
24	69	28
93	40	110
177	99	36
156	89	76
88	45	124
176	198	172
80	40	65
168	100	23
22	74	20
82	88	68
60	79	140
176	54	60
49	138	170
33	188	70
51	158	186
146	54	14
288	190	25
66	70	88
36	116	16
192	136	40
24	154	28
99	81	21
32	87	86
24	148	190
294	85	30
126	83	152
30	182	146
73	60	154
192	71	82
30	26	93
210	92	91
40	11	92
124	63	110
30	17	12
62	39	104
117	198	89
83	182	89
75	19	182
48	38	148
55	92	60
136	104	92
90	84	162
198	47	75
74	57	168
57	30	180
14	85	17
162	74	95
60	73	40
207	17	69
36	146	42
90	34	152
30	91	100
240	146	12
86	48	73
23	180	15
180	200	78
35	132	92
90	56	93
84	96	100
54	77	178
